GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.message,MessageAccessor,97,0,0,0,32,0,19,0,19,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.message,MessageExtBatch,45,0,6,0,10,0,10,0,7,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.message,MessageExt,232,168,24,4,45,58,26,34,14,32
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.message,Message,125,166,8,20,30,49,21,26,14,19
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.message,MessageVersion,60,0,4,0,10,0,6,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,NotifyMinBrokerIdChangeRequestHeader,39,0,0,0,17,0,12,0,12,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,RemoveBrokerRequestHeader,25,0,0,0,11,0,8,0,8,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,PopMessageRequestHeader,162,0,8,0,53,0,31,0,27,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,SendMessageRequestHeader,361,0,19,0,115,0,42,0,32,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,SearchOffsetRequestHeader,41,0,0,0,16,0,9,0,9,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,UpdateGlobalWhiteAddrsConfigRequestHeader,18,0,0,0,8,0,6,0,6,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,CreateAccessConfigRequestHeader,96,0,0,0,36,0,19,0,19,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,UpdateConsumerOffsetRequestHeader,52,0,0,0,20,0,11,0,11,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,PollingInfoRequestHeader,30,0,2,0,13,0,9,0,8,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,NotifyConsumerIdsChangedRequestHeader,11,0,0,0,5,0,4,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetMinOffsetResponseHeader,11,0,0,0,5,0,4,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,PullMessageResponseHeader,105,101,8,8,33,27,25,3,17,3
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,UnregisterClientResponseHeader,4,0,0,0,2,0,2,0,2,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetConsumerConnectionListRequestHeader,11,0,0,0,5,0,4,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,ChangeInvisibleTimeResponseHeader,25,0,0,0,11,0,8,0,8,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetConsumerRunningInfoRequestHeader,41,0,0,0,16,0,9,0,9,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,ViewBrokerStatsDataRequestHeader,18,0,0,0,8,0,6,0,6,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,DeleteAccessConfigRequestHeader,11,0,0,0,5,0,4,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,ReplyMessageRequestHeader,105,0,0,0,45,0,30,0,30,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,SendMessageResponseHeader,66,59,5,5,21,18,16,3,11,3
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetBrokerMemberGroupRequestHeader,18,0,0,0,8,0,6,0,6,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,DeleteTopicRequestHeader,11,0,0,0,5,0,4,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,ExchangeHAInfoResponseHeader,25,0,0,0,11,0,8,0,8,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetBrokerClusterAclConfigResponseHeader,11,0,0,0,5,0,4,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,ConsumerSendMsgBackRequestHeader,88,0,0,0,33,0,17,0,17,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,QueryTopicsByConsumerRequestHeader,11,0,0,0,5,0,4,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,QueryConsumerOffsetResponseHeader,11,0,0,0,5,0,4,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetSubscriptionGroupConfigRequestHeader,11,0,0,0,5,0,4,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,NotifyBrokerRoleChangedRequestHeader,76,0,0,0,22,0,12,0,12,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,SearchOffsetResponseHeader,11,0,0,0,5,0,4,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,PullMessageRequestHeader,260,176,17,17,73,49,43,3,26,3
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,UnregisterClientRequestHeader,25,0,0,0,11,0,8,0,8,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetConsumeStatsInBrokerHeader,11,0,0,0,5,0,4,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,AddBrokerRequestHeader,11,0,0,0,5,0,4,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetConsumerListByGroupRequestHeader,19,0,0,0,8,0,5,0,5,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,EndTransactionResponseHeader,4,0,0,0,2,0,2,0,2,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,ChangeInvisibleTimeRequestHeader,74,0,0,0,28,0,15,0,15,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,QueryConsumerOffsetRequestHeader,32,0,0,0,14,0,10,0,10,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,NotificationResponseHeader,14,0,0,0,6,0,4,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,CloneGroupOffsetRequestHeader,52,0,0,0,20,0,11,0,11,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,ExchangeHAInfoRequestHeader,25,0,0,0,11,0,8,0,8,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,QuerySubscriptionByConsumerRequestHeader,18,0,0,0,8,0,6,0,6,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetBrokerConfigResponseHeader,11,0,0,0,5,0,4,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetTopicsByClusterRequestHeader,11,0,0,0,5,0,4,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetConsumerListByGroupResponseBody,10,0,0,0,4,0,3,0,3,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,CheckTransactionStateResponseHeader,48,0,4,0,18,0,12,0,10,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,CheckTransactionStateRequestHeader,63,0,0,0,24,0,13,0,13,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetBrokerAclConfigResponseHeader,39,0,0,0,17,0,12,0,12,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetTopicConfigRequestHeader,11,0,0,0,5,0,4,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetAllProducerInfoRequestHeader,4,0,0,0,2,0,2,0,2,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,QueryCorrectionOffsetHeader,25,0,0,0,11,0,8,0,8,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,UpdateConsumerOffsetResponseHeader,4,0,0,0,2,0,2,0,2,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,UpdateGroupForbiddenRequestHeader,25,0,0,0,11,0,8,0,8,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,ExtraInfoUtil,806,0,118,0,115,0,78,0,19,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetEarliestMsgStoretimeResponseHeader,11,0,0,0,5,0,4,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetMinOffsetRequestHeader,30,0,0,0,12,0,7,0,7,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,ResetMasterFlushOffsetHeader,11,0,0,0,5,0,4,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,SendMessageRequestHeaderV2,344,151,13,13,98,42,43,3,30,3
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,ResetOffsetRequestHeader,32,0,0,0,14,0,10,0,10,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetMaxOffsetResponseHeader,11,0,0,0,5,0,4,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,ViewMessageRequestHeader,11,0,0,0,5,0,4,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,PollingInfoResponseHeader,11,0,0,0,5,0,4,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,EndTransactionRequestHeader,111,0,6,0,40,0,20,0,17,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,QueryConsumeTimeSpanRequestHeader,18,0,0,0,8,0,6,0,6,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetConsumerListByGroupResponseHeader,4,0,0,0,2,0,2,0,2,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetEarliestMsgStoretimeRequestHeader,18,0,0,0,8,0,6,0,6,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetConsumeStatsRequestHeader,30,0,0,0,12,0,7,0,7,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetAllTopicConfigResponseHeader,4,0,0,0,2,0,2,0,2,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,DeleteSubscriptionGroupRequestHeader,21,0,0,0,9,0,6,0,6,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,ResumeCheckHalfMessageRequestHeader,23,0,0,0,6,0,5,0,5,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetProducerConnectionListRequestHeader,11,0,0,0,5,0,4,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,PeekMessageRequestHeader,32,0,0,0,14,0,10,0,10,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,QueryTopicConsumeByWhoRequestHeader,11,0,0,0,5,0,4,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetMaxOffsetRequestHeader,44,0,0,0,17,0,9,0,9,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,QueryMessageResponseHeader,18,0,0,0,8,0,6,0,6,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetBrokerClusterAclConfigResponseBody,17,0,0,0,7,0,5,0,5,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,PopMessageResponseHeader,53,0,0,0,23,0,16,0,16,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetTopicStatsInfoRequestHeader,11,0,0,0,5,0,4,0,4,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,ViewMessageResponseHeader,4,0,0,0,2,0,2,0,2,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,AckMessageRequestHeader,63,0,0,0,24,0,13,0,13,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,GetConsumerStatusRequestHeader,41,0,0,0,16,0,9,0,9,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,QueryConsumeQueueRequestHeader,39,0,0,0,17,0,12,0,12,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,CreateTopicRequestHeader,152,0,0,0,53,0,24,0,24,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,StatisticsMessagesRequestHeader,44,0,2,0,19,0,13,0,12,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,InitConsumerOffsetRequestHeader,18,0,0,0,8,0,6,0,6,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,ConsumeMessageDirectlyResultRequestHeader,85,0,0,0,32,0,17,0,17,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,QueryMessageRequestHeader,39,0,0,0,17,0,12,0,12,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.protocol.header,NotificationRequestHeader,44,0,2,0,19,0,13,0,12,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.namesrv,NamesrvUtil,3,0,0,0,1,0,1,0,1,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.namesrv,DefaultTopAddressing,315,0,34,0,72,0,28,0,11,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.namesrv,NamesrvConfig,204,0,0,0,69,0,35,0,35,0
rocketmq-common 5.0.0-SNAPSHOT,org.apache.rocketmq.common.namesrv,RegisterBrokerResult,24,0,0,0,10,0,7,0,7,0
